text,label,char count,source
"you know that hammer 1095 is you , otherwise you wouldnt have replied to this so quick , you can try to key on me later If i wanted to post something it would be on here.So dont get started. key on you later Well I guess i ` m just a big dumb ass.It turns out I had just set-up my Dave amp with the incorrect drive and a weak ass radio.Thanks for correcting my stupid post.I take it all back,Dave amps are the best and I ` m just an asshole for ever doubting it . 
",1,465,razavai
"what are your idiotic plans for the meeting we are having with our friends 
",1,76,razavai
"tell me this shit of a story 
",1,30,razavai
"tell us your plan of action dirty bastard 
",1,43,razavai
"That means Sales + Marketing have done another good job , and will get their budget increased next year /milleniumto make up for the problems they caused his year/millenium Strange world , Sales/Marketing get more money for screw-ups and engineering get a kick in the butt. I guess it is better than down-sizing when engineering get it right : ) . Regards Rob 
",1,361,razavai
"any thoughts about that cynical decision 
",1,42,razavai
"i want to have freaking student joke 
",1,38,razavai
"1999 is certainly going to be know as one or the other. There was another quake , in Mexico , a big one , 7.4. Sandra Doyle She said "" Thanks for saying all the things I never do. "" I said "" The thanks I get is to take all the shit for you. "" - AD Disclaimer : These are my opinions only. But I share . 
",1,304,razavai
"A/DA MP-1 $ 255 A/DA MP-2 Just In $ 495 $ 255 ? ! ? $ 495 ? ! ? HAHAHAHAHAHAHAHA ! GOOD LUCK ! You should just offer to sell whatever it is that you are smoking , you would probably have better luck ! Kyle 
",1,207,razavai
"i want to know about that idiotic plan that you shared with us 
",1,64,razavai
"Ahhh.Clash of the Morons. This should be good. At least PunkrthnU182 is joking , though. PHIL 8 ) Please tell me you are joking ? White power which makes you racist and pop punk which makes you Not racist. You have to pick one or the other. Come on tell me you are kidding. F.Y.I pop punk is now power punk , dont ask me why , I just deliver the new as I hear it. "" Eveything Sucks ! "" 
",1,387,razavai
"i want to know the asshole that helped you with this plan 
",1,59,razavai
"i want to hear your lame joke 
",1,31,razavai
"20th century. kafka , roth , sartre , kerouac and such. A great imaginative writer , a neurotic bore , a philosopher , and a windbag makes for the greatest literary period ? Luckily , there is still the "" such. "" The list ( or "" list "" ) exemplifies above all that literary periods dont come in centuries. Do they come in quartz ? Do the boogie woogie in the South American way Hank Snow THE RHUMBA BOOGIE 
",1,407,razavai
"anyone else getting the impression that Midtown writes for himself alone , and is a little mad to boot ? Gwen Dud Fivers because youre lookin at the fuckin surfaces , man , and trying to convince others , as youve already convinced yourself , that they are meaningful and essence that essence which is so far from your perception of it that you cant even attempt to consider the possiblitity that others might know something that you dont and never will , and because you carry on at a level which insists that wildes not nice demonstrating that your depth perception of literature , philosophy , humanity and human values , are as weak and shallow as the rest of your stunted mentality , inducates only you dont even know what I am talkin about do you ? you dont , you wont and never will so , fuck it ! neon , m. "" Live as one already dead. "" Japanese saying If one tells the truth one is sure , sooner or later , to be found out. Oscar Wilde 
",1,946,razavai
"that since the determination of when the year 1 was in the common era was arbitrarily defined by a monk sometime in the 13th century there is little point in being scientific about when the millennium will turn. I think it was actually the 6th century or thereabouts. The 13th century might have been when the concept of BC was introduced into the calendar. You know , I was tripping on acid once , and night , and I had this amazing realization about how time must ; ve began. Like , some cave dude or dudess once realized that the sun keeps coming up and traveling across the sky , over and over , so they decided to count em : 1,2,3,4,5 , and then they ran out of fingers , so they quit. Then , maybe 10,000 years later , finally another cave person ( being more PC ) had the same idea , and they used both hands , and quit after 10 days. Another 10,000 years past , and another astute but still rather trogladilian cave dweller decided to use their feet too , 10,000 year , and yet another deciced to use their and their buddys feet ( and maybe a penis or some shit ) You get the idea though. Time has been being counted and recounted , over and over , for a zillion years ! ( One zillion is a 1 followed my oodles of 0s , in case you arent incrementally gifted ) . First Job of Government : Protect people from government. | home.i1.net/ | Second Job of Government : Protect people from each other. | akravetz/mwa.html | It must never become the job of government to protect people from themselves ! 
",1,1506,razavai
"tell us your suckiest story 
",1,29,razavai
"tell me what is yor plan for the night bitch 
",1,46,razavai
"what a stupid joke you told us 
",1,32,razavai
"You know Jimbos been getting a little too chatty with these merkins while youve been away Joe. Jim you know the rules , stop talking to the pubic wigs unless it furthers a diabolical scheme for galactic domination. A pawn in a diabolical scheme of which you know not wit. You forgot the evil laughter. The evil laughter is axiomatic. Anyway I was distracted what with having to stroke the cat and feed the sharks and dream up fiendishly stupid long-winded ways of offing meddling do-gooders while I absent myself so they can conventiently escape to meddle anew instead of just shooting them there and then like any rational megalomaniac evil genius and the rents due on that Carribean island and you just cant get the staff these days and oi who put you in charge anyway Corporal Pike ? Those who say , do not know. Those who know , do not say. Oops , me and my big mouth. Thats a spanking offence you know. Sorry Joel I know how much you enjoy it but I have lost the hairbrush and you just dont fill out the gymslip the way Aya used to somehow. Before you buy . 
",1,1064,razavai
"Jesus i just want to hear a nice joke 
",1,39,razavai
"just give me this number you pathetic little clown 
",1,52,razavai
"i want you to tell me a joke quickly 
",1,38,razavai
"Ricardo Montalban is very gracious and engaging. 2. Crispin Glover is legally insane. 3. Van Johnson is a snotty creep. Until further evidence is reported , MattH More agreement with Matt. The heavens but be trembling. Montalban is one of the true gentleman of show business I can report personally. A sweet , kind man who deserves better roles. Johnson and Danny Kaye would get my votes as the snottiest , nastiest two of Hollywoods golden age. Kaye was especially disliked. I remember when he received his Jean Hersholt Humantarian award from the Academy that I looked around expecting to stand. Nobody rose. I have never seen that happen. Hell , half the auditorium rose for Kazan. Terry Ellsworth 
",1,702,razavai
